2		0.0135673	0.001536	0.80771	-2.63605e-06	-1.09258e-08	5.71759e-08	-0.000527211	-2.18516e-06	1.14352e-05	45.2589	44.0532	1.73947	-0.00189113	-0.349508	-0.0945181	5.2506e-06	1.18485e-06	-4.06956e-06	2.38687e-07	0.000121037	4.96859e-07	5.06848e-07	-0.000121126	2.21828e-07	0.00010137	-0.0242251	4.43656e-05	-0.098	-6.23712e-11	1.1174	1.58984e-22	-5.43636e-21	3.9598e-22	-2.99589e-06	-1.24742e-08	-4.7647e-18	3.17968e-20	-1.08727e-18	7.91959e-20	-0.000299589	-1.24742e-06	-4.7647e-16	0.00949046	-0.095	1.98197e-07	9.12096e-23	-0	7.17609e-22	0.00949046	0.095	1.98197e-07	6.78286e-23	-1.01427e-16	-6.61044e-22
3		0.0135672	0.001536	0.80771	-2.50425e-06	-1.03787e-08	5.4317e-08	2.63615e-05	1.09423e-07	-5.7178e-07	45.2589	44.0532	1.73947	-0.00189113	-0.349508	-0.0945181	4.98806e-06	1.12561e-06	-3.86607e-06	2.26752e-07	0.000114985	4.71978e-07	4.81467e-07	-0.000115069	2.10737e-07	-5.07607e-06	0.0012113	-2.21823e-06	-0.098	-1.21619e-10	1.1174	3.06752e-22	-1.06094e-20	7.75345e-22	-2.84609e-06	-1.18496e-08	-4.52691e-18	2.95535e-20	-1.0346e-18	7.58731e-20	-0.000284609	-1.18496e-06	-4.52691e-16	0.00949046	-0.095	1.98197e-07	1.54683e-22	1.01427e-16	1.39153e-21	0.00949046	0.095	1.98197e-07	1.59025e-22	-1.01427e-16	-1.23445e-21
4		0.0135672	0.001536	0.80771	-2.37903e-06	-9.85897e-09	5.16011e-08	2.50434e-05	1.03944e-07	-5.4319e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349507	-0.0945181	4.73864e-06	1.06933e-06	-3.67276e-06	2.15413e-07	0.000109236	4.48343e-07	4.57358e-07	-0.000109315	2.002e-07	-4.82189e-06	0.00115073	-2.10732e-06	-0.098	-1.779e-10	1.1174	4.30101e-22	-1.53678e-20	1.11431e-21	-2.70378e-06	-1.12562e-08	-4.30217e-18	2.46698e-20	-9.51694e-19	6.77924e-20	2.92109e-05	1.21803e-07	4.62527e-17	0.00949046	-0.095	1.98197e-07	2.03538e-22	-5.06865e-17	1.95656e-21	0.00949046	0.095	1.98197e-07	2.06382e-22	-1.01427e-16	-1.77376e-21
5		0.0135672	0.001536	0.80771	-2.26007e-06	-9.36528e-09	4.90209e-08	2.37911e-05	9.87389e-08	-5.16029e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349506	-0.0945181	4.5017e-06	1.01586e-06	-3.48911e-06	2.04642e-07	0.000103774	4.25892e-07	4.34456e-07	-0.000103849	1.9019e-07	-4.58043e-06	0.00109319	-2.00196e-06	-0.0980001	-2.31363e-10	1.1174	5.49355e-22	-1.98719e-20	1.4306e-21	-2.56858e-06	-1.06926e-08	-4.09066e-18	2.38509e-20	-9.0082e-19	6.32586e-20	2.77503e-05	1.15704e-07	4.36257e-17	0.00949046	-0.095	1.98197e-07	2.49447e-22	-0	2.45217e-21	0.00949046	0.095	1.98197e-07	2.58804e-22	-5.07136e-17	-2.25003e-21
6		0.0135672	0.001536	0.80771	-2.14707e-06	-8.89631e-09	4.65698e-08	2.26015e-05	9.37946e-08	-4.90227e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349506	-0.0945181	4.27661e-06	9.65071e-07	-3.31465e-06	1.94409e-07	9.85849e-05	4.04565e-07	4.127e-07	-9.86568e-05	1.80681e-07	-4.35107e-06	0.00103853	-1.90186e-06	-0.0980001	-2.82149e-10	1.1174	6.6052e-22	-2.40107e-20	1.73763e-21	-2.44015e-06	-1.01571e-08	-3.89699e-18	2.2233e-20	-8.27763e-19	6.14058e-20	2.63627e-05	1.0991e-07	4.05184e-17	0.00949046	-0.095	1.98197e-07	2.95717e-22	5.07136e-17	2.90553e-21	0.00949046	0.095	1.98197e-07	2.93856e-22	-1.97298e-16	-2.66087e-21
7		0.0135672	0.001536	0.80771	-2.03971e-06	-8.45082e-09	4.42412e-08	2.14714e-05	8.90977e-08	-4.65714e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349505	-0.0945181	4.06277e-06	9.16818e-07	-3.14891e-06	1.84687e-07	9.36555e-05	3.84306e-07	3.92035e-07	-9.37238e-05	1.71647e-07	-4.13319e-06	0.000986603	-1.80677e-06	-0.0980001	-3.30391e-10	1.1174	7.78476e-22	-2.80196e-20	2.01367e-21	-2.31814e-06	-9.6485e-09	-3.70434e-18	2.35912e-20	-8.0177e-19	5.52085e-20	2.50445e-05	1.04406e-07	3.86319e-17	0.00949046	-0.095	1.98197e-07	3.39832e-22	-0	3.3019e-21	0.00949046	0.095	1.98197e-07	3.57756e-22	-1.01427e-16	-3.06016e-21
8		0.0135672	0.001536	0.80771	-1.93772e-06	-8.02764e-09	4.20291e-08	2.03978e-05	8.46361e-08	-4.42428e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349505	-0.0945181	3.85963e-06	8.70978e-07	-2.99145e-06	1.75452e-07	8.89726e-05	3.65061e-07	3.72403e-07	-8.90374e-05	1.63065e-07	-3.92622e-06	0.000937271	-1.71643e-06	-0.0980001	-3.76218e-10	1.1174	8.80683e-22	-3.16332e-20	2.26899e-21	-2.20223e-06	-9.16534e-09	-3.52267e-18	2.04413e-20	-7.22731e-19	5.10627e-20	2.37923e-05	9.91779e-08	3.74311e-17	0.00949046	-0.095	1.98197e-07	3.79236e-22	-0	3.64237e-21	0.00949046	0.095	1.98197e-07	4.05912e-22	-1.52141e-16	-3.40146e-21
9		0.0135672	0.001536	0.80771	-1.84083e-06	-7.62565e-09	3.99276e-08	1.93779e-05	8.03979e-08	-4.20306e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349504	-0.0945181	3.66664e-06	8.27429e-07	-2.84187e-06	1.66679e-07	8.45238e-05	3.4678e-07	3.53755e-07	-8.45854e-05	1.54912e-07	-3.72962e-06	0.000890406	-1.63061e-06	-0.0980001	-4.1975e-10	1.1174	9.8365e-22	-3.50952e-20	2.52464e-21	-2.09211e-06	-8.70638e-09	-3.35453e-18	2.05935e-20	-6.92396e-19	5.11313e-20	2.26026e-05	9.42115e-08	3.49811e-17	0.00949046	-0.095	1.98197e-07	4.09351e-22	-1.01427e-16	3.96006e-21	0.00949046	0.095	1.98197e-07	4.49366e-22	-1.01427e-16	-3.6896e-21
10		0.0135672	0.001536	0.80771	-1.74879e-06	-7.24379e-09	3.79311e-08	1.8409e-05	7.63719e-08	-3.9929e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349504	-0.0945181	3.4833e-06	7.86058e-07	-2.69977e-06	1.58344e-07	8.02974e-05	3.29415e-07	3.36041e-07	-8.0356e-05	1.47166e-07	-3.54286e-06	0.000845884	-1.54909e-06	-0.0980001	-4.61102e-10	1.1174	1.07615e-21	-3.82652e-20	2.76265e-21	-1.9875e-06	-8.2704e-09	-3.19033e-18	1.84991e-20	-6.34004e-19	4.76018e-20	2.14724e-05	8.94938e-08	3.3234e-17	0.00949046	-0.095	1.98197e-07	4.51227e-22	-5.07136e-17	4.24927e-21	0.00949046	0.095	1.98197e-07	4.79783e-22	-1.46557e-16	-3.93597e-21
11		0.0135672	0.001536	0.80771	-1.66134e-06	-6.88105e-09	3.60345e-08	1.74885e-05	7.25475e-08	-3.79325e-07	45.2589	44.0532	1.73947	-0.00189112	-0.349503	-0.0945181	3.30913e-06	7.46755e-07	-2.56478e-06	1.50426e-07	7.62824e-05	3.12919e-07	3.19214e-07	-7.6338e-05	1.39808e-07	-3.36545e-06	0.000803588	-1.47163e-06	-0.0980001	-5.00383e-10	1.1174	1.1659e-21	-4.12706e-20	2.98287e-21	-1.88812e-06	-7.85626e-09	-3.03513e-18	1.79515e-20	-6.01076e-19	4.40432e-20	2.03988e-05	8.50123e-08	3.19394e-17	0.00949046	-0.095	1.98197e-07	4.88449e-22	-0	4.48039e-21	0.00949046	0.095	1.98197e-07	5.06545e-22	-9.58706e-17	-4.1518e-21
