2 0.0244652 0.000312302 -0.0754362 4.10908e-05 -0.00210982 8.41024e-06 0.000596272 7.612e-06 -0.00157449 1.56977e-07 -6.23947e-06 5.31004e-07 -173.87 -1.7819 -62.4326 -1.35212 168.932 -4.4353
3 0.011711 3.38717e-05 -0.0247056 8.33049e-06 -0.00126655 -3.93035e-05 -1.00633 -0.00637052 -0.400177 -0.00399647 0.978218 -0.0261567 43.4829 0.142407 33.2638 0.0546988 -47.7276 1.5551
4 0.0108228 8.24626e-05 -0.0111561 1.04381e-05 0.00174442 -0.000151486 -0.865095 -0.0080845 -0.268953 -0.00604986 0.817566 -0.0178553 29.629 0.182731 11.7231 0.155598 -32.7625 1.09992
5 0.00998122 9.79956e-05 -0.006947 1.07142e-05 0.00437008 -0.000223936 -0.70641 -0.00702374 -0.220807 -0.00515997 0.644621 -0.0120074 13.959 -0.0107477 4.87123 -0.022542 -16.108 0.921908
6 0.00896492 9.41045e-05 -0.00557625 1.51357e-05 0.00621974 -0.000272304 -0.598933 -0.00621234 -0.198617 -0.00446663 0.527341 -0.00727548 7.33568 -0.0582329 2.49162 -0.0653851 -8.97739 0.70298
7 0.00788493 8.12811e-05 -0.00514489 2.04467e-05 0.00743712 -0.000303421 -0.515445 -0.00561454 -0.185439 -0.0039658 0.436505 -0.00369419 4.7386 -0.0219242 1.58711 -0.0281627 -6.07813 0.502775
8 0.00681233 6.48846e-05 -0.00503306 2.5013e-05 0.00814416 -0.000321534 -0.442917 -0.00499186 -0.175769 -0.00343143 0.358226 -0.00111322 3.64151 0.0333257 1.19283 0.0261696 -4.75662 0.345233
9 0.00579374 4.77747e-05 -0.00503099 2.8051e-05 0.00842914 -0.000329279 -0.377671 -0.00429404 -0.167778 -0.00281867 0.288473 0.000692284 3.10531 0.0816574 0.986816 0.0726735 -4.03091 0.228881
10 0.00485829 3.15519e-05 -0.00506645 2.8965e-05 0.00840188 -0.000329527 -0.319148 -0.00356291 -0.160841 -0.00217108 0.226487 0.00192476 2.79915 0.117302 0.858696 0.106178 -3.55778 0.145132
11 0.00402025 1.69767e-05 -0.0051142 2.73922e-05 0.00815148 -0.000324261 -0.26734 -0.00284774 -0.154713 -0.00153785 0.172093 0.00274155 2.60233 0.141366 0.769413 0.128152 -3.21327 0.0856392
12 0.00328324 4.3796e-06 -0.00516514 2.31844e-05 0.00775361 -0.000315099 -0.222112 -0.00218562 -0.149267 -0.000955259 0.125002 0.00325903 2.46777 0.156434 0.703445 0.141374 -2.94908 0.043572
13 0.00264382 -6.20225e-06 -0.00521584 1.63823e-05 0.00725805 -0.000303006 -0.183084 -0.00159614 -0.144405 -0.000442064 0.0847015 0.00356086 2.3737 0.164962 0.653469 0.148385 -2.7423 0.0139822
14 0.00209477 -1.48771e-05 -0.00526496 7.17642e-06 0.00670687 -0.000288913 -0.149726 -0.00108667 -0.14005 -4.96176e-06 0.0505425 0.00370704 2.30852 0.168869 0.615116 0.151121 -2.57995 -0.00674301
15 0.00162688 -2.18307e-05 -0.00531197 -4.1383e-06 0.00612735 -0.000273445 -0.121417 -0.000656075 -0.136128 0.000357561 0.0218065 0.00374121 2.26448 0.169526 0.585498 0.150936 -2.45272 -0.0210206
16 0.00123042 -2.72689e-05 -0.00535671 -1.72155e-05 0.00554194 -0.000257224 -0.0975257 -0.000299424 -0.132576 0.000650603 -0.00221527 0.00369607 2.23624 0.167934 0.56246 0.148795 -2.35361 -0.0307067
17 0.00089573 -3.14066e-05 -0.00539924 -3.16976e-05 0.00496933 -0.000240891 -0.0774348 -9.29837e-06 -0.129337 0.000881537 -0.0222053 0.00359579 2.21973 0.164826 0.544434 0.14539 -2.27693 -0.0370602
18 0.000613666 -3.4439e-05 -0.00543967 -4.72674e-05 0.00442263 -0.000225 -0.0605648 0.000222726 -0.126359 0.00105859 -0.0387937 0.00345837 2.21159 0.160638 0.530214 0.141117 -2.21782 -0.0408391
19 0.000376365 -3.66987e-05 -0.00547811 -6.34726e-05 0.00389716 -0.000209322 -0.0464178 0.000412183 -0.123597 0.0011971 -0.0525183 0.00329598 2.20904 0.155942 0.518795 0.13649 -2.17223 -0.042483
20 0.000177097 -3.82833e-05 -0.00551475 -8.01132e-05 0.00339912 -0.000194198 -0.0345826 0.00056766 -0.121017 0.00130544 -0.0638214 0.00312004 2.21062 0.150368 0.509409 0.131089 -2.13738 -0.0430306
21 9.9088e-06 -3.90198e-05 -0.00554979 -9.7032e-05 0.00292329 -0.000179485 -0.0246894 0.000673698 -0.118587 0.00136758 -0.0730969 0.0029405 2.21523 0.14461 0.501572 0.125653 -2.11125 -0.0427393
22 -0.000130371 -3.92019e-05 -0.00558347 -0.000114318 0.00248135 -0.000165918 -0.0164245 0.000742428 -0.116282 0.00139554 -0.0806777 0.00276136 2.22188 0.139329 0.494862 0.120797 -2.09182 -0.042519
23 -0.000248155 -3.90018e-05 -0.00561583 -0.00013171 0.00207055 -0.000153335 -0.0095028 0.000790143 -0.114077 0.00140517 -0.0868634 0.00257995 2.22927 0.133814 0.489001 0.115773 -2.07729 -0.0408713
24 -0.000346953 -3.84948e-05 -0.00564698 -0.000149241 0.00169008 -0.000141908 -0.00370871 0.000820973 -0.111956 0.00140033 -0.0918818 0.00240439 2.23622 0.1281 0.483616 0.110591 -2.06571 -0.0386857
25 -0.00042966 -3.77363e-05 -0.00567704 -0.000165468 0.00132499 -0.000130321 0.00113161 0.000838059 -0.109904 0.00138379 -0.095916 0.0022383 2.24285 0.122254 0.478563 0.105313 -2.05678 -0.0359236
26 -0.000498915 -3.68404e-05 -0.00570628 -0.000184807 0.00100001 -0.000121943 0.00516522 0.000836866 -0.107909 0.00135148 -0.0991214 0.00208566 2.24895 0.117398 0.473675 0.101003 -2.04948 -0.0356191
27 -0.00055671 -3.56928e-05 -0.00573456 -0.000200494 0.000687436 -0.000112584 0.00854418 0.000844807 -0.105962 0.00132829 -0.101653 0.00193205 2.25409 0.110283 0.469111 0.0945838 -2.04377 -0.0286852
28 -0.000604994 -3.45348e-05 -0.00576224 -0.000213638 0.000390603 -0.000102347 0.0113498 0.000822946 -0.104054 0.00127883 -0.103602 0.00181823 2.2582 0.105862 0.464414 0.090687 -2.03835 -0.0301817
29 -0.000645234 -3.31012e-05 -0.0057894 -0.000231747 0.000112857 -9.52142e-05 0.0136797 0.000778776 -0.10218 0.00120833 -0.105065 0.00169715 2.26248 0.102229 0.459969 0.0876622 -2.03467 -0.0302183
30 -0.000678788 -3.17569e-05 -0.00581607 -0.000250293 -0.00015083 -8.92844e-05 0.015619 0.000760665 -0.100334 0.00116372 -0.106133 0.00157605 2.26604 0.0967009 0.455608 0.0828217 -2.03151 -0.02611
31 -0.000706714 -3.01135e-05 -0.00584228 -0.00026136 -0.000379356 -8.15495e-05 0.0172344 0.000726076 -0.098511 0.00110355 -0.106873 0.00148239 2.26803 0.091097 0.451232 0.0779509 -2.02772 -0.0231723
32 -0.000729673 -2.86445e-05 -0.00586779 -0.00027419 -0.000599283 -7.44846e-05 0.0185928 0.000658432 -0.0967064 0.00101447 -0.107353 0.00140723 2.26795 0.0890746 0.446906 0.076322 -2.02328 -0.0274767
33 -0.000748649 -2.73373e-05 -0.00589296 -0.000288307 -0.000813292 -6.83314e-05 0.0197091 0.000615532 -0.0949197 0.000948957 -0.107594 0.00130201 2.26662 0.0864065 0.442262 0.0742779 -2.01788 -0.0255841
34 -0.000764127 -2.62868e-05 -0.00591787 -0.000300046 -0.00100705 -6.22809e-05 0.0206169 0.000601154 -0.0931514 0.000912675 -0.107629 0.00120221 2.26542 0.0820555 0.437721 0.0704527 -2.01328 -0.0232324
35 -0.000776614 -2.53602e-05 -0.00594233 -0.000312019 -0.00119276 -5.67517e-05 0.0213687 0.00058727 -0.0913979 0.00087846 -0.107508 0.00111272 2.26312 0.0779434 0.433255 0.0667132 -2.00842 -0.0223836
36 -0.000786793 -2.43625e-05 -0.0059665 -0.0003244 -0.00137263 -5.1791e-05 0.021983 0.000572212 -0.0896586 0.000842996 -0.107256 0.00102554 2.2599 0.0738601 0.428595 0.0630954 -2.00286 -0.0204767
37 -0.000794954 -2.3387e-05 -0.00599042 -0.000336686 -0.00154522 -4.72779e-05 0.022478 0.000561077 -0.0879344 0.000811988 -0.106888 0.000946798 2.2568 0.069448 0.423984 0.0591274 -1.99781 -0.0186772
38 -0.000801412 -2.23644e-05 -0.00601405 -0.000347614 -0.00170288 -4.29843e-05 0.022879 0.00054584 -0.0862245 0.000777461 -0.10643 0.000876943 2.25291 0.0651893 0.419355 0.0553148 -1.99231 -0.0171699
39 -0.000806271 -2.13242e-05 -0.00603724 -0.000357342 -0.00184617 -3.88739e-05 0.0232051 0.000522225 -0.0845284 0.00073553 -0.105901 0.000814571 2.24759 0.0615313 0.414678 0.0520492 -1.98584 -0.0163683
40 -0.000809755 -2.02984e-05 -0.00605998 -0.000366236 -0.00197785 -3.49727e-05 0.0234657 0.000494225 -0.0828463 0.000689738 -0.105312 0.000755162 2.24055 0.0584476 0.409829 0.0493487 -1.97793 -0.0156672
41 -0.000811989 -1.93011e-05 -0.00608234 -0.000374478 -0.00209959 -3.12968e-05 0.0236633 0.00046566 -0.0811797 0.000643769 -0.104665 0.000697933 2.23239 0.0555765 0.404872 0.0468433 -1.96916 -0.0149339
42 -0.000813124 -1.83375e-05 -0.00610433 -0.000382166 -0.00221251 -2.7851e-05 0.0238048 0.000437887 -0.0795297 0.000598877 -0.103968 0.000643017 2.22336 0.0527973 0.39986 0.0444108 -1.95974 -0.01415
43 -0.000813309 -1.74078e-05 -0.00612598 -0.000389364 -0.00231748 -2.46336e-05 0.0238976 0.000411275 -0.0778969 0.000555351 -0.103228 0.000590747 2.21359 0.0500735 0.394817 0.0420149 -1.9498 -0.0133323
44 -0.000812677 -1.65121e-05 -0.00614729 -0.000396114 -0.00241519 -2.16378e-05 0.023949 0.000385852 -0.0762818 0.000513155 -0.102452 0.000541409 2.20317 0.0474089 0.389768 0.039661 -1.93939 -0.0125085
45 -0.000811392 -1.56478e-05 -0.00616828 -0.000403052 -0.00251079 -1.88838e-05 0.0239663 0.000361663 -0.0746849 0.000472272 -0.101648 0.000495155 2.19242 0.0447817 0.384735 0.0373276 -1.9288 -0.0116951
46 -0.000809639 -1.47997e-05 -0.00618903 -0.000409625 -0.00260076 -1.63334e-05 0.0239538 0.000339975 -0.0731068 0.000433752 -0.10082 0.000452057 2.18151 0.0420932 0.379699 0.0349518 -1.91806 -0.0108001
