2		-0.000847832	-0.00315374	9.80012	-0.000222524	0.00116344	-7.60712e-06
3		-0.000785207	-0.00448624	9.79967	-0.000185151	0.00118146	4.0876e-06
4		-0.00101253	-0.00343793	9.80017	-0.000212975	0.00118902	-3.33511e-07
5		-0.00139605	-0.00236174	9.80045	-0.000224232	0.00118981	-4.76953e-06
6		-0.0016136	-0.00317741	9.80001	-0.000208517	0.00118843	-6.55632e-06
7		-0.00171299	-0.00395429	9.79982	-0.000187932	0.00118721	-7.61358e-06
8		-0.00180282	-0.00418684	9.79993	-0.000171374	0.0011867	-8.88147e-06
9		-0.00191194	-0.00417779	9.80011	-0.000159848	0.00118677	-1.01118e-05
10		-0.00203247	-0.00416453	9.80023	-0.000151388	0.00118767	-1.09812e-05
11		-0.00216185	-0.00420571	9.80028	-0.000143742	0.00118927	-1.14102e-05
12		-0.00229767	-0.00428671	9.80025	-0.000135461	0.00119145	-1.12542e-05
13		-0.00244128	-0.00438341	9.80017	-0.000125956	0.00119392	-1.05483e-05
14		-0.00259229	-0.0044792	9.80005	-0.000115249	0.00119627	-9.42687e-06
15		-0.0027489	-0.00456486	9.79994	-0.000103668	0.00119811	-7.99222e-06
16		-0.00290895	-0.00463586	9.79985	-9.1586e-05	0.0011991	-6.41545e-06
17		-0.00306981	-0.00469137	9.7998	-7.92903e-05	0.00119903	-4.85718e-06
18		-0.00322919	-0.00473274	9.7998	-6.69542e-05	0.00119781	-3.40477e-06
19		-0.00338525	-0.004762	9.79983	-5.464e-05	0.0011955	-2.14248e-06
20		-0.00353684	-0.00478129	9.79989	-4.23511e-05	0.00119228	-1.10033e-06
21		-0.00368362	-0.00479229	9.79995	-3.00731e-05	0.00118835	-2.5835e-07
22		-0.00382593	-0.00479591	9.80001	-1.77924e-05	0.00118397	4.00934e-07
23		-0.00396468	-0.0047927	9.80003	-5.51432e-06	0.00117933	9.1841e-07
24		-0.00410105	-0.00478261	9.80003	6.73597e-06	0.0011746	1.33839e-06
25		-0.00423632	-0.00476543	9.8	1.89289e-05	0.00116982	1.68721e-06
26		-0.00437141	-0.00474075	9.79994	3.10144e-05	0.001165	1.98872e-06
27		-0.00450694	-0.00470832	9.79988	4.29531e-05	0.00116004	2.26007e-06
28		-0.00464314	-0.00466811	9.79982	5.47014e-05	0.00115487	2.50123e-06
29		-0.00477982	-0.00462006	9.79978	6.62224e-05	0.00114935	2.71202e-06
30		-0.00491644	-0.00456426	9.79976	7.74913e-05	0.00114341	2.89215e-06
31		-0.00505235	-0.00450086	9.79977	8.84764e-05	0.001137	3.0362e-06
32		-0.00518689	-0.00443013	9.79979	9.91377e-05	0.0011301	3.14016e-06
33		-0.00531969	-0.00435251	9.79983	0.000109455	0.00112276	3.20335e-06
34		-0.00545061	-0.00426845	9.79986	0.000119423	0.00111501	3.23151e-06
35		-0.0055796	-0.00417808	9.79989	0.000128993	0.00110692	3.22741e-06
36		-0.00570693	-0.00408183	9.7999	0.000138142	0.00109856	3.19812e-06
37		-0.00583305	-0.00398015	9.79989	0.000146846	0.00108993	3.15227e-06
38		-0.00595837	-0.00387341	9.79987	0.000155085	0.00108105	3.10047e-06
39		-0.00608314	-0.0037619	9.79983	0.000162837	0.00107189	3.05245e-06
40		-0.00620747	-0.00364593	9.79979	0.000170085	0.0010624	3.01823e-06
41		-0.00633124	-0.00352576	9.79975	0.00017681	0.00105252	3.00687e-06
42		-0.00645407	-0.00340175	9.79972	0.000182997	0.00104223	3.02493e-06
43		-0.00657551	-0.00327424	9.7997	0.000188633	0.00103149	3.07744e-06
44		-0.00669508	-0.00314354	9.7997	0.000193706	0.00102031	3.16701e-06
45		-0.00681237	-0.00301	9.79971	0.000198204	0.00100871	3.29366e-06
46		-0.0069271	-0.00287396	9.79973	0.00020212	0.00099673	3.45552e-06
47		-0.00703916	-0.00273578	9.79975	0.000205445	0.000984432	3.64865e-06
48		-0.00714867	-0.00259582	9.79976	0.000208173	0.00097187	3.86751e-06
49		-0.00725586	-0.00245447	9.79977	0.000210299	0.000959087	4.10547e-06
50		-0.00736097	-0.0023121	9.79976	0.000211821	0.000946114	4.35514e-06
51		-0.00746433	-0.00216907	9.79975	0.000212735	0.000932958	4.60877e-06
52		-0.00756621	-0.00202582	9.79973	0.000213047	0.000919611	4.85849e-06
53		-0.00766673	-0.0018827	9.7997	0.000212752	0.000906048	5.09688e-06
54		-0.00776588	-0.00174013	9.79968	0.000211851	0.000892244	5.31709e-06
55		-0.00786357	-0.00159857	9.79967	0.000210354	0.000878171	5.51295e-06
56		-0.00795961	-0.00145844	9.79966	0.00020827	0.000863812	5.67903e-06
57		-0.00805374	-0.00132015	9.79965	0.000205607	0.000849159	5.81078e-06
58		-0.00814573	-0.0011841	9.79966	0.000202377	0.000834225	5.90439e-06
59		-0.00823541	-0.00105067	9.79967	0.00019859	0.000819026	5.95686e-06
60		-0.0083227	-0.000920279	9.79967	0.000194263	0.000803592	5.96606e-06
61		-0.00840765	-0.00079331	9.79968	0.00018941	0.000787948	5.93063e-06
62		-0.0084903	-0.000670139	9.79968	0.000184049	0.000772118	5.85017e-06
63		-0.00857076	-0.000551068	9.79968	0.000178197	0.00075612	5.72528e-06
64		-0.00864917	-0.000436404	9.79967	0.000171874	0.000739961	5.55743e-06
65		-0.00872564	-0.000326459	9.79965	0.0001651	0.000723637	5.34902e-06
66		-0.00880022	-0.000221531	9.79964	0.000157895	0.00070714	5.1032e-06
67		-0.00887287	-0.000121895	9.79963	0.000150283	0.000690459	4.82384e-06
68		-0.00894352	-2.78046e-05	9.79962	0.000142288	0.000673584	4.51541e-06
69		-0.00901201	6.05183e-05	9.79961	0.000133929	0.000656514	4.18259e-06
70		-0.00907818	0.000142875	9.79961	0.000125226	0.000639254	3.82955e-06
71		-0.00914199	0.000218906	9.79961	0.000116222	0.000621812	3.46254e-06
72		-0.00920341	0.000288453	9.79961	0.000106949	0.0006042	3.08677e-06
73		-0.00926233	0.000351439	9.79962	9.74322e-05	0.000586439	2.70662e-06
74		-0.00931867	0.000407753	9.79962	8.76953e-05	0.000568552	2.32635e-06
75		-0.00937248	0.000457325	9.79962	7.77627e-05	0.000550557	1.94972e-06
76		-0.00942386	0.000500062	9.79962	6.76615e-05	0.000532472	1.5801e-06
77		-0.00947292	0.000535854	9.79962	5.74208e-05	0.000514305	1.22043e-06
78		-0.00951978	0.000564572	9.79961	4.70719e-05	0.000496059	8.73133e-07
79		-0.00956446	0.000586199	9.7996	3.66449e-05	0.000477733	5.40293e-07
80		-0.00960696	0.000600751	9.7996	2.617e-05	0.000459324	2.23467e-07
81		-0.00964727	0.000608241	9.79959	1.56774e-05	0.000440828	-7.62458e-08
82		-0.00968537	0.00060865	9.79959	5.19811e-06	0.000422242	-3.58631e-07
83		-0.00972112	0.00060205	9.79959	-5.23874e-06	0.000403571	-6.23777e-07
84		-0.00975446	0.000588526	9.79959	-1.56037e-05	0.000384821	-8.72273e-07
85		-0.00978537	0.000568148	9.79959	-2.58683e-05	0.000366003	-1.10541e-06
86		-0.0098138	0.000541007	9.79959	-3.60035e-05	0.000347131	-1.32451e-06
87		-0.00983975	0.000507254	9.79959	-4.59819e-05	0.000328219	-1.53124e-06
88		-0.00986327	0.000466992	9.7996	-5.57755e-05	0.00030928	-1.72754e-06
89		-0.0098844	0.00042038	9.7996	-6.53578e-05	0.000290325	-1.91528e-06
90		-0.00990319	0.000367599	9.7996	-7.47028e-05	0.000271363	-2.09634e-06
91		-0.0099197	0.000308815	9.79959	-8.37856e-05	0.000252397	-2.27247e-06
92		-0.00993395	0.000244236	9.79959	-9.25819e-05	0.00023343	-2.44526e-06
93		-0.00994595	0.000174066	9.79959	-0.000101068	0.000214464	-2.61599e-06
94		-0.00995569	9.85485e-05	9.79958	-0.000109224	0.000195499	-2.78566e-06
95		-0.00996315	1.78943e-05	9.79958	-0.000117025	0.000176537	-2.95502e-06
96		-0.00996832	-6.76333e-05	9.79958	-0.000124453	0.000157584	-3.12446e-06
97		-0.00997113	-0.000157777	9.79958	-0.00013149	0.000138646	-3.29404e-06
98		-0.00997158	-0.000252266	9.79959	-0.000138117	0.000119732	-3.4635e-06
99		-0.00996966	-0.000350811	9.79959	-0.000144317	0.000100853	-3.63228e-06
100		-0.00996539	-0.000453146	9.79959	-0.000150074	8.20206e-05	-3.79958e-06
101		-0.0099588	-0.000558942	9.7996	-0.000155376	6.32438e-05	-3.96446e-06
102		-0.00994992	-0.00066789	9.7996	-0.00016021	4.45324e-05	-4.12548e-06
103		-0.00993878	-0.00077967	9.7996	-0.000164564	2.58939e-05	-4.28124e-06
104		-0.00992545	-0.000893958	9.7996	-0.00016843	7.33309e-06	-4.43007e-06
105		-0.00990993	-0.00101041	9.7996	-0.000171798	-1.11454e-05	-4.57024e-06
106		-0.00989227	-0.00112869	9.7996	-0.000174662	-2.9539e-05	-4.69991e-06
107		-0.00987247	-0.00124847	9.7996	-0.000177016	-4.78446e-05	-4.81732e-06
108		-0.00985053	-0.00136936	9.7996	-0.000178858	-6.60589e-05	-4.92066e-06
109		-0.00982643	-0.00149106	9.7996	-0.000180184	-8.41766e-05	-5.00835e-06
110		-0.00980018	-0.0016132	9.79961	-0.000180994	-0.000102192	-5.07883e-06
111		-0.00977179	-0.00173544	9.79961	-0.000181287	-0.000120098	-5.13086e-06
112		-0.00974126	-0.00185741	9.79961	-0.000181067	-0.000137887	-5.16326e-06
113		-0.00970862	-0.00197878	9.79962	-0.000180335	-0.000155551	-5.17529e-06
114		-0.0096739	-0.00209919	9.79962	-0.000179098	-0.000173082	-5.16634e-06
115		-0.00963712	-0.00221833	9.79962	-0.000177361	-0.000190473	-5.13618e-06
116		-0.00959834	-0.00233583	9.79963	-0.00017513	-0.000207719	-5.08479e-06
117		-0.00955758	-0.00245139	9.79963	-0.000172418	-0.000224814	-5.01243e-06
118		-0.00951487	-0.00256468	9.79963	-0.000169234	-0.000241755	-4.91957e-06
119		-0.00947024	-0.00267538	9.79963	-0.000165587	-0.000258537	-4.80683e-06
120		-0.00942372	-0.00278317	9.79964	-0.000161494	-0.000275158	-4.67526e-06
121		-0.00937532	-0.0028878	9.79964	-0.000156966	-0.000291613	-4.52575e-06
122		-0.00932504	-0.00298898	9.79964	-0.000152019	-0.000307898	-4.35959e-06
123		-0.00927292	-0.00308642	9.79965	-0.00014667	-0.000324008	-4.17806e-06
124		-0.00921896	-0.0031799	9.79965	-0.000140933	-0.000339937	-3.98254e-06
125		-0.00916319	-0.00326913	9.79966	-0.000134831	-0.000355681	-3.77469e-06
126		-0.00910562	-0.00335391	9.79966	-0.00012838	-0.000371232	-3.55583e-06
127		-0.0090463	-0.00343402	9.79967	-0.000121601	-0.000386584	-3.32744e-06
128		-0.00898526	-0.00350926	9.79967	-0.000114517	-0.000401733	-3.09123e-06
129		-0.00892253	-0.00357943	9.79968	-0.000107147	-0.000416673	-2.84831e-06
130		-0.00885815	-0.00364439	9.79968	-9.95151e-05	-0.0004314	-2.60009e-06
131		-0.00879217	-0.00370398	9.79968	-9.16429e-05	-0.00044591	-2.34775e-06
132		-0.00872463	-0.00375806	9.79969	-8.35529e-05	-0.000460201	-2.09232e-06
133		-0.00865553	-0.0038065	9.79969	-7.52725e-05	-0.000474269	-1.83501e-06
134		-0.0085849	-0.00384918	9.7997	-6.68254e-05	-0.000488111	-1.57633e-06
135		-0.00851277	-0.00388607	9.7997	-5.82337e-05	-0.000501724	-1.31716e-06
136		-0.00843919	-0.00391704	9.79971	-4.95246e-05	-0.000515104	-1.05818e-06
137		-0.00836416	-0.00394209	9.79971	-4.07208e-05	-0.000528246	-8.00528e-07
138		-0.00828773	-0.00396117	9.79972	-3.18482e-05	-0.000541148	-5.4375e-07
139		-0.0082099	-0.00397425	9.79973	-2.29323e-05	-0.000553805	-2.89344e-07
140		-0.00813073	-0.00398133	9.79973	-1.39995e-05	-0.000566213	-3.67498e-08
141		-0.00805022	-0.00398239	9.79974	-5.07755e-06	-0.000578367	2.13884e-07
142		-0.00796842	-0.00397748	9.79974	3.80829e-06	-0.000590262	4.62471e-07
143		-0.00788539	-0.00396666	9.79975	1.26339e-05	-0.000601897	7.08996e-07
144		-0.00780119	-0.00395	9.79975	2.13749e-05	-0.000613268	9.53516e-07
145		-0.00771583	-0.00392757	9.79976	3.00067e-05	-0.000624374	1.19599e-06
146		-0.00762936	-0.00389949	9.79976	3.85086e-05	-0.000635214	1.43625e-06
